Date,NIFTY,S&P500
18-11-2020,12938.25,"3,567.80"
19-11-2020,12771.7,"3,581.90"
20-11-2020,12859.05,"3,557.50"
23-11-2020,12926.45,"3,577.60"
24-11-2020,13055.15,"3,635.40"
25-11-2020,12858.4,"3,629.70"
27-11-2020,12968.95,"3,638.30"
01-12-2020,13109.05,"3,662.40"
02-12-2020,13113.75,"3,669.00"
03-12-2020,13133.9,"3,666.70"
04-12-2020,13258.55,"3,699.10"
07-12-2020,13355.75,"3,692.00"
08-12-2020,13392.95,"3,702.20"
09-12-2020,13529.1,"3,672.80"
10-12-2020,13478.3,"3,668.10"
11-12-2020,13513.85,"3,663.50"
14-12-2020,13558.15,"3,647.50"
15-12-2020,13567.85,"3,694.60"
16-12-2020,13682.7,"3,701.20"
17-12-2020,13740.7,"3,722.50"
18-12-2020,13760.55,"3,709.40"
21-12-2020,13328.4,"3,694.90"
22-12-2020,13466.3,"3,687.30"
23-12-2020,13601.1,"3,690.00"
24-12-2020,13749.25,"3,703.10"
28-12-2020,13873.2,"3,735.40"
29-12-2020,13932.6,"3,727.00"
30-12-2020,13981.95,"3,732.00"
31-12-2020,13981.75,"3,756.10"
04-01-2021,14132.9,"3,700.70"
05-01-2021,14199.5,"3,726.90"
06-01-2021,14146.25,"3,748.10"
07-01-2021,14137.35,"3,803.80"
08-01-2021,14347.25,"3,824.70"
11-01-2021,14484.75,"3,799.60"
12-01-2021,14563.45,"3,801.20"
13-01-2021,14564.85,"3,809.80"
14-01-2021,14595.6,"3,795.50"
15-01-2021,14433.7,"3,768.20"
19-01-2021,14521.15,"3,798.90"
20-01-2021,14644.7,"3,851.80"
21-01-2021,14590.35,"3,853.10"
22-01-2021,14371.9,"3,841.50"
25-01-2021,14238.9,"3,855.40"
27-01-2021,13967.5,"3,750.80"
28-01-2021,13817.55,"3,787.40"
29-01-2021,13634.6,"3,714.20"
01-02-2021,14281.2,"3,773.90"
02-02-2021,14647.85,"3,826.30"
03-02-2021,14789.95,"3,830.20"
04-02-2021,14895.65,"3,871.70"
05-02-2021,14924.25,"3,886.80"
08-02-2021,15115.8,"3,915.60"
09-02-2021,15109.3,"3,911.20"
10-02-2021,15106.5,"3,909.90"
11-02-2021,15173.3,"3,916.40"
12-02-2021,15163.3,"3,934.80"
16-02-2021,15313.45,"3,932.60"
17-02-2021,15208.9,"3,931.30"
18-02-2021,15118.95,"3,914.00"
19-02-2021,14981.75,"3,906.70"
22-02-2021,14675.7,"3,876.50"
23-02-2021,14707.8,"3,881.40"
24-02-2021,14982,"3,925.40"
25-02-2021,15097.35,"3,829.30"
26-02-2021,14529.15,"3,811.20"
01-03-2021,14761.55,"3,901.80"
02-03-2021,14919.1,"3,870.30"
03-03-2021,15245.6,"3,819.70"
04-03-2021,15080.75,"3,768.50"
05-03-2021,14938.1,"3,841.90"
08-03-2021,14956.2,"3,821.30"
09-03-2021,15098.4,"3,875.40"
10-03-2021,15174.8,"3,898.80"
12-03-2021,15030.95,"3,943.30"
15-03-2021,14929.5,"3,968.90"
16-03-2021,14910.45,"3,962.70"
17-03-2021,14721.3,"3,974.10"
18-03-2021,14557.85,"3,915.50"
19-03-2021,14744,"3,913.10"
22-03-2021,14736.4,"3,940.60"
23-03-2021,14814.75,"3,910.50"
24-03-2021,14549.4,"3,889.10"
25-03-2021,14324.9,"3,909.50"
26-03-2021,14507.3,"3,974.50"
30-03-2021,14845.1,"3,958.60"
31-03-2021,14690.7,"3,972.90"
01-04-2021,14867.35,"4,019.90"
05-04-2021,14637.8,"4,077.90"
06-04-2021,14683.5,"4,073.90"
07-04-2021,14819.05,"4,079.90"
08-04-2021,14873.8,"4,097.20"
09-04-2021,14834.85,"4,128.80"
12-04-2021,14310.8,"4,128.00"
13-04-2021,14504.8,"4,141.60"
15-04-2021,14581.45,"4,170.40"
16-04-2021,14617.85,"4,185.50"
19-04-2021,14359.45,"4,163.30"
20-04-2021,14296.4,"4,134.90"
22-04-2021,14406.15,"4,135.00"
23-04-2021,14341.35,"4,180.20"
26-04-2021,14485,"4,187.60"
27-04-2021,14653.05,"4,186.70"
28-04-2021,14864.55,"4,183.20"
29-04-2021,14894.9,"4,211.50"
30-04-2021,14631.1,"4,181.20"
03-05-2021,14634.15,"4,192.70"
04-05-2021,14496.5,"4,164.70"
05-05-2021,14617.85,"4,167.60"
06-05-2021,14724.8,"4,201.60"
07-05-2021,14823.15,"4,232.60"
10-05-2021,14942.35,"4,188.40"
11-05-2021,14850.75,"4,152.10"
12-05-2021,14696.5,"4,063.00"
14-05-2021,14677.8,"4,173.90"
17-05-2021,14923.15,"4,163.30"
18-05-2021,15108.1,"4,127.80"
19-05-2021,15030.15,"4,115.70"
20-05-2021,14906.05,"4,159.10"
21-05-2021,15175.3,"4,155.90"
24-05-2021,15197.7,"4,197.10"
25-05-2021,15208.45,"4,188.10"
26-05-2021,15301.45,"4,196.00"
27-05-2021,15337.85,"4,200.90"
28-05-2021,15435.65,"4,204.10"
01-06-2021,15574.85,"4,202.00"
02-06-2021,15576.2,"4,208.10"
03-06-2021,15690.35,"4,192.90"
04-06-2021,15670.25,"4,229.90"
07-06-2021,15751.65,"4,226.50"
08-06-2021,15740.1,"4,227.30"
09-06-2021,15635.35,"4,219.60"
10-06-2021,15737.75,"4,239.20"
11-06-2021,15799.35,"4,247.40"
14-06-2021,15811.85,"4,255.10"
15-06-2021,15869.25,"4,246.60"
16-06-2021,15767.55,"4,223.70"
17-06-2021,15691.4,"4,221.90"
18-06-2021,15683.35,"4,166.40"
21-06-2021,15746.5,"4,224.80"
22-06-2021,15772.75,"4,246.40"
23-06-2021,15686.95,"4,241.80"
24-06-2021,15790.45,"4,266.50"
25-06-2021,15860.35,"4,280.70"
28-06-2021,15814.7,"4,290.60"
29-06-2021,15748.45,"4,291.80"
30-06-2021,15721.5,"4,297.50"
01-07-2021,15680,"4,319.90"
02-07-2021,15722.2,"4,352.30"
06-07-2021,15818.25,"4,343.50"
07-07-2021,15879.65,"4,358.10"
08-07-2021,15727.9,"4,320.80"
09-07-2021,15689.8,"4,369.60"
12-07-2021,15692.6,"4,384.60"
13-07-2021,15812.35,"4,369.20"
14-07-2021,15853.95,"4,374.30"
15-07-2021,15924.2,"4,360.00"
16-07-2021,15923.4,"4,327.20"
19-07-2021,15752.4,"4,258.50"
20-07-2021,15632.1,"4,323.10"
22-07-2021,15824.05,"4,367.50"
23-07-2021,15856.05,"4,411.80"
26-07-2021,15824.45,"4,422.30"
27-07-2021,15746.45,"4,401.50"
28-07-2021,15709.4,"4,400.60"
29-07-2021,15778.45,"4,419.10"
30-07-2021,15763.05,"4,395.30"
02-08-2021,15885.15,"4,387.20"
03-08-2021,16130.75,"4,423.10"
04-08-2021,16258.8,"4,402.70"
05-08-2021,16294.6,"4,429.10"
06-08-2021,16238.2,"4,436.50"
09-08-2021,16258.25,"4,432.40"
10-08-2021,16280.1,"4,436.80"
11-08-2021,16282.25,"4,447.70"
12-08-2021,16364.4,"4,460.80"
13-08-2021,16529.1,"4,468.00"
16-08-2021,16563.05,"4,479.70"
17-08-2021,16614.6,"4,448.10"
18-08-2021,16568.85,"4,400.30"
20-08-2021,16450.5,"4,441.70"
23-08-2021,16496.45,"4,479.50"
24-08-2021,16624.6,"4,486.20"
25-08-2021,16634.65,"4,496.20"
26-08-2021,16636.9,"4,470.00"
27-08-2021,16705.2,"4,509.40"
30-08-2021,16931.05,"4,528.80"
31-08-2021,17132.2,"4,522.70"
01-09-2021,17076.25,"4,524.10"
02-09-2021,17234.15,"4,536.90"
03-09-2021,17323.6,"4,535.40"
07-09-2021,17362.1,"4,520.00"
08-09-2021,17353.5,"4,514.10"
09-09-2021,17369.25,"4,493.30"
13-09-2021,17355.3,"4,468.70"
14-09-2021,17380,"4,443.10"
15-09-2021,17519.45,"4,480.70"
16-09-2021,17629.5,"4,473.80"
17-09-2021,17585.15,"4,433.00"
20-09-2021,17396.9,"4,357.70"
21-09-2021,17562,"4,354.20"
22-09-2021,17546.65,"4,395.60"
23-09-2021,17822.95,"4,449.00"
24-09-2021,17853.2,"4,455.50"
27-09-2021,17855.1,"4,443.10"
28-09-2021,17748.6,"4,352.60"
29-09-2021,17711.3,"4,359.50"
30-09-2021,17618.15,"4,307.50"
01-10-2021,17532.05,"4,357.00"
04-10-2021,17691.25,"4,300.50"
05-10-2021,17822.3,"4,345.70"
06-10-2021,17646,"4,363.60"
07-10-2021,17790.35,"4,399.80"
08-10-2021,17895.2,"4,391.30"
11-10-2021,17945.95,"4,361.20"
12-10-2021,17991.95,"4,350.60"
13-10-2021,18161.75,"4,363.80"
14-10-2021,18338.55,"4,438.30"
18-10-2021,18477.05,"4,486.50"
19-10-2021,18418.75,"4,519.60"
20-10-2021,18266.6,"4,536.20"
21-10-2021,18178.1,"4,549.80"
22-10-2021,18114.9,"4,544.90"
25-10-2021,18125.4,"4,566.50"
26-10-2021,18268.4,"4,574.80"
27-10-2021,18210.95,"4,551.70"
28-10-2021,17857.25,"4,596.40"
29-10-2021,17671.65,"4,605.40"
01-11-2021,17929.65,"4,613.70"
02-11-2021,17888.95,"4,630.60"
03-11-2021,17829.2,"4,660.60"
04-11-2021,17916.8,"4,680.10"
08-11-2021,18068.55,"4,701.70"
09-11-2021,18044.25,"4,685.20"
10-11-2021,18017.2,"4,646.70"
11-11-2021,17873.6,"4,649.30"
12-11-2021,18102.75,"4,682.90"
15-11-2021,18109.45,"4,682.80"
16-11-2021,17999.2,"4,700.90"
17-11-2021,17898.65,"4,688.70"
18-11-2021,17764.8,"4,704.50"
22-11-2021,17416.55,"4,682.90"
23-11-2021,17503.35,"4,690.70"
24-11-2021,17415.05,"4,701.50"
26-11-2021,17026.45,"4,594.60"
29-11-2021,17053.95,"4,655.30"
30-11-2021,16983.2,"4,567.00"
01-12-2021,17166.9,"4,513.00"
02-12-2021,17401.65,"4,577.10"
03-12-2021,17196.7,"4,538.40"
06-12-2021,16912.25,"4,591.70"
07-12-2021,17176.7,"4,686.80"
08-12-2021,17469.75,"4,701.20"
09-12-2021,17516.85,"4,667.40"
10-12-2021,17511.3,"4,712.00"
13-12-2021,17368.25,"4,669.00"
14-12-2021,17324.9,"4,634.10"
15-12-2021,17221.4,"4,709.90"
16-12-2021,17248.4,"4,668.70"
17-12-2021,16985.2,"4,620.60"
20-12-2021,16614.2,"4,568.00"
21-12-2021,16770.85,"4,649.20"
22-12-2021,16955.45,"4,696.60"
23-12-2021,17072.6,"4,725.80"
27-12-2021,17086.25,"4,791.20"
28-12-2021,17233.25,"4,786.40"
29-12-2021,17213.6,"4,793.10"
30-12-2021,17203.95,"4,778.70"
31-12-2021,17354.05,"4,766.20"
03-01-2022,17625.7,"4,796.60"
04-01-2022,17805.25,"4,793.50"
05-01-2022,17925.25,"4,700.60"
06-01-2022,17745.9,"4,696.10"
07-01-2022,17812.7,"4,677.00"
10-01-2022,18003.3,"4,670.30"
11-01-2022,18055.75,"4,713.10"
12-01-2022,18212.35,"4,726.40"
13-01-2022,18257.8,"4,659.00"
14-01-2022,18255.75,"4,662.90"
18-01-2022,18113.05,"4,577.10"
19-01-2022,17938.4,"4,532.80"
20-01-2022,17757,"4,482.70"
21-01-2022,17617.15,"4,397.90"
24-01-2022,17149.1,"4,410.10"
25-01-2022,17277.95,"4,356.40"
27-01-2022,17110.15,"4,326.50"
28-01-2022,17101.95,"4,431.90"
31-01-2022,17339.85,"4,515.60"
01-02-2022,17576.85,"4,546.50"
02-02-2022,17780,"4,589.40"
03-02-2022,17560.2,"4,477.40"
04-02-2022,17516.3,"4,500.50"
07-02-2022,17213.6,"4,483.90"
08-02-2022,17266.75,"4,521.50"
09-02-2022,17463.8,"4,587.20"
10-02-2022,17605.85,"4,504.10"
11-02-2022,17374.75,"4,418.64"
14-02-2022,16842.8,"4,401.67"
15-02-2022,17352.45,"4,471.07"
16-02-2022,17322.2,"4,475.01"
17-02-2022,17304.6,"4,380.26"
18-02-2022,17276.3,"4,348.87"
22-02-2022,17092.2,"4,304.76"
23-02-2022,17063.25,"4,225.50"
24-02-2022,16247.95,"4,288.70"
25-02-2022,16658.4,"4,384.65"
28-02-2022,16793.9,"4,373.94"
02-03-2022,16605.95,"4,386.54"
03-03-2022,16498.05,"4,363.49"
04-03-2022,16245.35,"4,328.87"
07-03-2022,15863.15,"4,201.09"
08-03-2022,16013.45,"4,170.70"
09-03-2022,16345.35,"4,277.88"
10-03-2022,16594.9,"4,259.52"
11-03-2022,16630.45,"4,204.31"
14-03-2022,16871.3,"4,173.11"
15-03-2022,16663,"4,262.45"
16-03-2022,16975.35,"4,357.86"
17-03-2022,17287.05,"4,411.67"
21-03-2022,17117.6,"4,461.18"
22-03-2022,17315.5,"4,511.61"
23-03-2022,17245.65,"4,456.24"
24-03-2022,17222.75,"4,520.16"
25-03-2022,17153,"4,543.06"
28-03-2022,17222,"4,575.52"
29-03-2022,17325.3,"4,631.60"
30-03-2022,17498.25,"4,602.45"
31-03-2022,17464.75,"4,530.41"
01-04-2022,17670.45,"4,545.86"
04-04-2022,18053.4,"4,582.64"
05-04-2022,17957.4,"4,525.12"
06-04-2022,17807.65,"4,481.15"
07-04-2022,17639.55,"4,500.21"
08-04-2022,17784.35,"4,488.28"
11-04-2022,17674.95,"4,412.53"
12-04-2022,17530.3,"4,397.45"
13-04-2022,17475.65,"4,446.59"
18-04-2022,17173.65,"4,391.69"
19-04-2022,16958.65,"4,462.21"
20-04-2022,17136.55,"4,459.45"
21-04-2022,17392.6,"4,393.66"
22-04-2022,17171.95,"4,271.78"
25-04-2022,16953.95,"4,296.12"
26-04-2022,17200.8,"4,175.20"
27-04-2022,17038.4,"4,183.96"
28-04-2022,17245.05,"4,287.50"
29-04-2022,17102.55,"4,131.93"
02-05-2022,17069.1,"4,155.38"
04-05-2022,16677.6,"4,300.17"
05-05-2022,16682.65,"4,146.87"
06-05-2022,16411.25,"4,123.34"
09-05-2022,16301.85,"3,991.24"
10-05-2022,16240.05,"4,001.05"
11-05-2022,16167.1,"3,935.18"
12-05-2022,15808,"3,930.08"
13-05-2022,15782.15,"4,023.89"
16-05-2022,15842.3,"4,008.01"
17-05-2022,16259.3,"4,088.85"
18-05-2022,16240.3,"3,923.68"
19-05-2022,15809.4,"3,900.79"
20-05-2022,16266.15,"3,901.36"
23-05-2022,16214.7,"3,973.75"
24-05-2022,16125.15,"3,941.48"
25-05-2022,16025.8,"3,978.73"
26-05-2022,16170.15,"4,057.84"
27-05-2022,16352.45,"4,158.24"
31-05-2022,16584.55,"4,132.15"
01-06-2022,16522.75,"4,101.23"
02-06-2022,16628,"4,176.82"
03-06-2022,16584.3,"4,108.54"
06-06-2022,16569.55,"4,121.43"
07-06-2022,16416.35,"4,160.68"
08-06-2022,16356.25,"4,115.77"
09-06-2022,16478.1,"4,017.82"
10-06-2022,16201.8,"3,900.86"
13-06-2022,15774.4,"3,749.63"
14-06-2022,15732.1,"3,735.48"
15-06-2022,15692.15,"3,789.99"
16-06-2022,15360.6,"3,666.77"
17-06-2022,15293.5,"3,674.84"
21-06-2022,15638.8,"3,764.79"
22-06-2022,15413.3,"3,759.89"
23-06-2022,15556.65,"3,795.73"
24-06-2022,15699.25,"3,911.74"
27-06-2022,15832.05,"3,900.11"
28-06-2022,15850.2,"3,821.55"
29-06-2022,15799.1,"3,818.83"
30-06-2022,15780.25,"3,785.38"
01-07-2022,15752.05,"3,825.33"
05-07-2022,15810.85,"3,831.39"
06-07-2022,15989.8,"3,845.08"
07-07-2022,16132.9,"3,902.62"
08-07-2022,16220.6,"3,899.38"
11-07-2022,16216,"3,854.43"
12-07-2022,16058.3,"3,818.80"
13-07-2022,15966.65,"3,801.78"
14-07-2022,15938.65,"3,790.38"
15-07-2022,16049.2,"3,863.16"
18-07-2022,16278.5,"3,830.85"
19-07-2022,16340.55,"3,936.69"
20-07-2022,16520.85,"3,959.90"
21-07-2022,16605.25,"3,998.95"
22-07-2022,16719.45,"3,961.63"
25-07-2022,16631,"3,966.84"
26-07-2022,16483.85,"3,921.05"
27-07-2022,16641.8,"4,023.61"
28-07-2022,16929.6,"4,072.43"
29-07-2022,17158.25,"4,130.29"
01-08-2022,17340.05,"4,118.63"
02-08-2022,17345.45,"4,091.19"
03-08-2022,17388.15,"4,155.17"
04-08-2022,17382,"4,151.94"
05-08-2022,17397.5,"4,145.19"
08-08-2022,17525.1,"4,140.06"
10-08-2022,17534.75,"4,210.24"
11-08-2022,17659,"4,207.27"
12-08-2022,17698.15,"4,280.15"
16-08-2022,17825.25,"4,305.20"
17-08-2022,17944.25,"4,274.04"
18-08-2022,17956.5,"4,283.74"
19-08-2022,17758.45,"4,228.48"
22-08-2022,17490.7,"4,137.99"
23-08-2022,17577.5,"4,128.73"
24-08-2022,17604.95,"4,140.77"
25-08-2022,17522.45,"4,199.12"
26-08-2022,17558.9,"4,057.66"
29-08-2022,17312.9,"4,030.61"
30-08-2022,17759.3,"3,986.16"
01-09-2022,17542.8,"3,966.85"
02-09-2022,17539.45,"3,924.26"
06-09-2022,17655.6,"3,908.19"
07-09-2022,17624.4,"3,979.87"
08-09-2022,17798.75,"4,006.18"
09-09-2022,17833.35,"4,067.36"
12-09-2022,17936.35,"4,110.41"
13-09-2022,18070.05,"3,932.69"
14-09-2022,18003.75,"3,946.01"
15-09-2022,17877.4,"3,901.35"
16-09-2022,17530.85,"3,873.33"
19-09-2022,17622.25,"3,899.89"
20-09-2022,17816.25,"3,855.93"
21-09-2022,17718.35,"3,789.93"
22-09-2022,17629.8,"3,757.99"
23-09-2022,17327.35,"3,693.23"
26-09-2022,17016.3,"3,655.04"
27-09-2022,17007.4,"3,647.29"
28-09-2022,16858.6,"3,719.04"
29-09-2022,16818.1,"3,640.47"
30-09-2022,17094.35,"3,585.62"
03-10-2022,16887.35,"3,678.43"
04-10-2022,17274.3,"3,790.93"
06-10-2022,17331.8,"3,744.52"
07-10-2022,17314.65,"3,639.66"
10-10-2022,17241,"3,612.39"
11-10-2022,16983.55,"3,588.84"
12-10-2022,17123.6,"3,577.03"
13-10-2022,17014.35,"3,669.91"
14-10-2022,17185.7,"3,583.07"
17-10-2022,17311.8,"3,677.95"
18-10-2022,17486.95,"3,719.98"
19-10-2022,17512.25,"3,695.16"
20-10-2022,17563.95,"3,665.78"
21-10-2022,17576.3,"3,752.75"
24-10-2022,17730.75,"3,797.34"
25-10-2022,17656.35,"3,859.11"
27-10-2022,17736.95,"3,807.30"
28-10-2022,17786.8,"3,901.06"
31-10-2022,18012.2,"3,871.98"
01-11-2022,18145.4,"3,856.10"
02-11-2022,18082.85,"3,759.69"
03-11-2022,18052.7,"3,719.89"
04-11-2022,18117.15,"3,770.55"
07-11-2022,18202.8,"3,806.80"
09-11-2022,18157,"3,748.57"
10-11-2022,18028.2,"3,956.37"
11-11-2022,18349.7,"3,992.93"
14-11-2022,18329.15,"3,957.25"
15-11-2022,18403.4,"3,991.73"
16-11-2022,18409.65,"3,958.79"
17-11-2022,18343.9,"3,946.56"
18-11-2022,18307.65,"3,965.34"
21-11-2022,18159.95,"3,949.94"
22-11-2022,18244.2,"4,003.58"
23-11-2022,18267.25,"4,027.26"
25-11-2022,18512.75,"4,026.12"
28-11-2022,18562.75,"3,963.94"
29-11-2022,18618.05,"3,957.63"
30-11-2022,18758.35,"4,080.11"
01-12-2022,18812.5,"4,076.57"
02-12-2022,18696.1,"4,071.70"
05-12-2022,18701.05,"3,998.84"
06-12-2022,18642.75,"3,941.26"
07-12-2022,18560.5,"3,933.92"
08-12-2022,18609.35,"3,963.51"
09-12-2022,18496.6,"3,934.38"
12-12-2022,18497.15,"3,990.56"
13-12-2022,18608,"4,019.65"
14-12-2022,18660.3,"3,995.32"
15-12-2022,18414.9,"3,895.75"
16-12-2022,18269,"3,852.36"
19-12-2022,18420.45,"3,817.66"
20-12-2022,18385.3,"3,821.62"
21-12-2022,18199.1,"3,878.44"
22-12-2022,18127.35,"3,822.39"
23-12-2022,17806.8,"3,844.82"
27-12-2022,18132.3,"3,829.25"
28-12-2022,18122.5,"3,783.22"
29-12-2022,18191,"3,849.28"
30-12-2022,18105.3,"3,839.50"
03-01-2023,18232.55,"3,824.14"
04-01-2023,18042.95,"3,852.97"
05-01-2023,17992.15,"3,808.10"
06-01-2023,17859.45,"3,895.08"
09-01-2023,18101.2,"3,892.09"
10-01-2023,17914.15,"3,919.25"
11-01-2023,17895.7,"3,969.61"
12-01-2023,17858.2,"3,983.17"
13-01-2023,17956.6,"3,999.09"
17-01-2023,18053.3,"3,990.97"
18-01-2023,18165.35,"3,928.86"
19-01-2023,18107.85,"3,898.85"
20-01-2023,18027.65,"3,972.61"
23-01-2023,18118.55,"4,019.81"
24-01-2023,18118.3,"4,016.95"
25-01-2023,17891.95,"4,016.22"
27-01-2023,17604.35,"4,070.56"
30-01-2023,17648.95,"4,017.77"
31-01-2023,17662.15,"4,076.60"
01-02-2023,17616.3,"4,119.21"
02-02-2023,17610.4,"4,179.76"
03-02-2023,17854.05,"4,136.48"
06-02-2023,17764.6,"4,111.08"
07-02-2023,17721.5,"4,164.00"
08-02-2023,17871.7,"4,117.86"
09-02-2023,17893.45,"4,081.50"
10-02-2023,17856.5,"4,090.46"
13-02-2023,17770.9,"4,137.29"
14-02-2023,17929.85,"4,136.13"
15-02-2023,18015.85,"4,147.60"
16-02-2023,18035.85,"4,090.41"
17-02-2023,17944.2,"4,079.09"
21-02-2023,17826.7,"3,997.34"
22-02-2023,17554.3,"3,991.05"
23-02-2023,17511.25,"4,012.32"
24-02-2023,17465.8,"3,970.04"
27-02-2023,17392.7,"3,982.24"
28-02-2023,17303.95,"3,970.15"
01-03-2023,17450.9,"3,951.39"
02-03-2023,17321.9,"3,981.35"
03-03-2023,17594.35,"4,045.64"
06-03-2023,17711.45,"4,048.42"
08-03-2023,17754.4,"3,992.01"
09-03-2023,17589.6,"3,918.32"
10-03-2023,17412.9,"3,861.59"
13-03-2023,17154.3,"3,855.76"
14-03-2023,17043.3,"3,919.29"
15-03-2023,16972.15,"3,891.93"
16-03-2023,16985.6,"3,960.28"
17-03-2023,17100.05,"3,916.64"
20-03-2023,16988.4,"3,951.57"
21-03-2023,17107.5,"4,002.87"
22-03-2023,17151.9,"3,936.97"
23-03-2023,17076.9,"3,948.72"
24-03-2023,16945.05,"3,970.99"
27-03-2023,16985.7,"3,977.53"
28-03-2023,16951.7,"3,971.27"
29-03-2023,17080.7,"4,027.81"
31-03-2023,17359.75,"4,109.31"
03-04-2023,17398.05,"4,124.51"
05-04-2023,17557.05,"4,090.38"
06-04-2023,17599.15,"4,105.02"
10-04-2023,17624.05,"4,109.11"
11-04-2023,17722.3,"4,108.94"
12-04-2023,17812.4,"4,091.95"
13-04-2023,17828,"4,146.22"
17-04-2023,17706.85,"4,151.32"
18-04-2023,17660.15,"4,154.87"
19-04-2023,17618.75,"4,154.52"
20-04-2023,17624.45,"4,129.79"
21-04-2023,17624.05,"4,133.52"
24-04-2023,17743.4,"4,137.04"
25-04-2023,17769.25,"4,071.63"
26-04-2023,17813.6,"4,055.99"
27-04-2023,17915.05,"4,135.35"
28-04-2023,18065,"4,169.48"
02-05-2023,18147.65,"4,119.58"
03-05-2023,18089.85,"4,090.75"
04-05-2023,18255.8,"4,061.22"
05-05-2023,18069,"4,136.25"
08-05-2023,18264.4,"4,138.12"
09-05-2023,18265.95,"4,119.17"
10-05-2023,18315.1,"4,137.64"
11-05-2023,18297,"4,130.62"
12-05-2023,18314.8,"4,124.08"
15-05-2023,18398.85,"4,136.28"
16-05-2023,18286.5,"4,109.90"
17-05-2023,18181.75,"4,158.77"
18-05-2023,18129.95,"4,198.05"
19-05-2023,18203.4,"4,191.98"
22-05-2023,18314.4,"4,192.63"
23-05-2023,18348,"4,145.58"
24-05-2023,18285.4,"4,115.24"
25-05-2023,18321.15,"4,151.28"
26-05-2023,18499.35,"4,205.45"
30-05-2023,18633.85,"4,205.52"
31-05-2023,18534.4,"4,179.83"
01-06-2023,18487.75,"4,221.02"
02-06-2023,18534.1,"4,282.37"
05-06-2023,18593.85,"4,273.79"
06-06-2023,18599,"4,283.85"
07-06-2023,18726.4,"4,267.52"
08-06-2023,18634.55,"4,293.93"
09-06-2023,18563.4,"4,298.86"
12-06-2023,18601.5,"4,338.93"
13-06-2023,18716.15,"4,369.01"
14-06-2023,18755.9,"4,372.59"
15-06-2023,18688.1,"4,425.84"
16-06-2023,18826,"4,409.59"
20-06-2023,18816.7,"4,388.71"
21-06-2023,18856.85,"4,365.69"
22-06-2023,18771.25,"4,381.89"
23-06-2023,18665.5,"4,348.33"
26-06-2023,18691.2,"4,328.82"
27-06-2023,18817.4,"4,378.41"
28-06-2023,18972.1,"4,376.86"
30-06-2023,19189.05,"4,450.38"
03-07-2023,19322.55,"4,455.59"
05-07-2023,19398.5,"4,446.82"
06-07-2023,19497.3,"4,411.59"
07-07-2023,19331.8,"4,398.95"
10-07-2023,19355.9,"4,409.53"
11-07-2023,19439.4,"4,439.26"
12-07-2023,19384.3,"4,472.16"
13-07-2023,19413.75,"4,510.04"
14-07-2023,19564.5,"4,505.42"
17-07-2023,19711.45,"4,522.79"
18-07-2023,19749.25,"4,554.98"
19-07-2023,19833.15,"4,565.72"
20-07-2023,19979.15,"4,534.87"
21-07-2023,19745,"4,536.34"
24-07-2023,19672.35,"4,554.64"
25-07-2023,19680.6,"4,567.46"
26-07-2023,19778.3,"4,566.75"
27-07-2023,19659.9,"4,537.41"
28-07-2023,19646.05,"4,582.23"
31-07-2023,19753.8,"4,588.96"
01-08-2023,19733.55,"4,576.73"
02-08-2023,19526.55,"4,513.39"
03-08-2023,19381.65,"4,501.89"
04-08-2023,19517,"4,478.03"
07-08-2023,19597.3,"4,518.44"
08-08-2023,19570.85,"4,499.38"
09-08-2023,19632.55,"4,467.71"
10-08-2023,19543.1,"4,468.83"
11-08-2023,19428.3,"4,464.05"
14-08-2023,19434.55,"4,489.72"
16-08-2023,19465,"4,404.33"
17-08-2023,19365.25,"4,370.36"
18-08-2023,19310.15,"4,369.71"
21-08-2023,19393.6,"4,399.77"
22-08-2023,19396.45,"4,387.55"
23-08-2023,19444,"4,436.01"
24-08-2023,19386.7,"4,376.31"
25-08-2023,19265.8,"4,405.71"
28-08-2023,19306.05,"4,433.31"
29-08-2023,19342.65,"4,497.63"
30-08-2023,19347.45,"4,514.87"
31-08-2023,19253.8,"4,507.66"
01-09-2023,19435.3,"4,515.77"
05-09-2023,19574.9,"4,496.83"
06-09-2023,19611.05,"4,465.48"
07-09-2023,19727.05,"4,451.14"
08-09-2023,19819.95,"4,457.49"
11-09-2023,19996.35,"4,487.46"
12-09-2023,19993.2,"4,461.90"
13-09-2023,20070,"4,467.44"
14-09-2023,20103.1,"4,505.10"
15-09-2023,20192.35,"4,450.32"
18-09-2023,20133.3,"4,453.53"
20-09-2023,19901.4,"4,402.20"
21-09-2023,19742.35,"4,330.00"
22-09-2023,19674.25,"4,320.06"
25-09-2023,19674.55,"4,337.44"
26-09-2023,19664.7,"4,273.53"
27-09-2023,19716.45,"4,274.51"
28-09-2023,19523.55,"4,299.70"
29-09-2023,19638.3,"4,288.05"
03-10-2023,19528.75,"4,229.45"
04-10-2023,19436.1,"4,263.75"
05-10-2023,19545.75,"4,258.19"
06-10-2023,19653.5,"4,308.50"
09-10-2023,19512.35,"4,335.66"
10-10-2023,19689.85,"4,358.24"
11-10-2023,19811.35,"4,376.95"
12-10-2023,19794,"4,349.61"
13-10-2023,19751.05,"4,327.78"
16-10-2023,19731.75,"4,373.63"
17-10-2023,19811.5,"4,373.20"
18-10-2023,19671.1,"4,314.60"
19-10-2023,19624.7,"4,278.00"
20-10-2023,19542.65,"4,224.16"
23-10-2023,19281.75,"4,217.04"
